ID;Task;RSP_Rate_Mean;RRV_RMSSD;RRV_MeanBB;RRV_SDBB;RRV_SDSD;RRV_CVBB;RRV_CVSD;RRV_MedianBB;RRV_MadBB;RRV_MCVBB;RRV_LF;RRV_HF;RRV_LFHF;RRV_SD1;RRV_SD2;RRV_SD2SD1;RRV_ApEn;RAV_Mean;RAV_SD;RAV_RMSSD;RAV_CVSD;RSP_RVT;RSP_Symmetry_PeakTrough;RSP_Symmetry_RiseDecay;RSP_Phase_Duration_Inspiration;RSP_Phase_Duration_Expiration;RSP_Phase_Duration_Ratio;RRV_DFA_alpha2;RRV_MFDFA_alpha2_Width;RRV_MFDFA_alpha2_Peak;RRV_MFDFA_alpha2_Mean;RRV_MFDFA_alpha2_Max;RRV_MFDFA_alpha2_Delta;RRV_MFDFA_alpha2_Asymmetry;RRV_MFDFA_alpha2_Fluctuation;RRV_MFDFA_alpha2_Increment;meanTT;stdTT;medianTT;q20TT;q80TT;minTT;maxTT;PSD_P12;PSD_P23;PSD_P34;PSD_P45;Relative Power;Sum of Powers;Max Power / Sum of Powers Ratio
2ea4;Baseline;18.82003989501855;1729.6730905000518;3346.235294117647;1262.6990699198566;1785.5519221424693;0.3773491577653124;0.5169012153869297;3322.0;1180.1496;0.35525273931366647;0.03251016949489724;0.004023498960376101;8.080074038805845;1262.5758723076144;1262.8222555132643;1.0001951432868739;0.02210487643242187;21027.178804959753;8980.34253614755;13895.393956231568;0.6608301610558434;3997.834276462695;0.691170476701647;0.4137509504139655;1.3402222222222222;1.9664705882352942;0.681536876391797;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2265.3076923076924;509.5819379445174;2384.0;1723.8;2783.4;1539;3060;0.4464327623248769;0.016087147853378312;0.00042711348990338204;4.027521417426682e-09;8.69974578411723e-09;0.46294702769568;0.9643279589610869
2ea4;Breathing;9.134841318740941;3147.4549242205203;6668.8;2873.8437675002447;3207.07597985762;0.43093866475231596;0.47196720912615764;5530.0;1598.2428;0.289013164556962;0.0018221878478628549;1.8576565589210106e-05;98.09067446359637;2267.7451731378146;3372.7270612532734;1.4872601653855697;0.17001081061414292;21256.106916283978;7711.330563164853;7532.620275492026;0.354374406619182;2388.9407133573104;0.5057135394539901;0.5527936103443482;3.710230769230769;2.9964799999999996;1.2381964068609734;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;3158.4285714285716;1459.1650114405309;2590.0;2026.4;4673.000000000001;1508;6324;0.12321845692474345;0.004459027963100651;0.00011851536414698209;1.0604711051626674e-09;8.298155678359308e-09;0.1277960013124622;0.9641808480648263
2ea4;Counting1;20.068610807448234;3137.885009577842;3579.3846153846152;1965.2874912024763;3272.1069247921478;0.5490573666644931;0.8766548853372292;3240.0;2149.77;0.6635092592592593;0.039416014677283756;0.006237837981313483;6.318858360117914;2313.7289952879883;1539.9246678060208;0.6655596532446737;0.14403768319701893;29534.58870352004;10170.835820880946;14956.732498194237;0.5064141115468331;5541.960340395899;0.6538770558643547;0.5098691397612342;1.6694285714285713;1.9861538461538462;0.8405333628416509;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2432.5833333333335;719.5336983460577;2275.5;1731.4;2834.4;1620;4253;0.5833723307211721;0.02108657200819165;0.0005602856628658718;5.072367264535457e-09;8.383812219269775e-09;0.605019193464597;0.9642211966541661
2ea4;Counting2;10.729363754963604;3508.060351329696;5840.5;2448.948637389406;3784.5355253791904;0.4193046207327123;0.6006438406522894;6117.0;1848.8022000000005;0.3022400196174596;0.012507468931628804;0.0017341104921604583;7.212613606902438;2676.0707336370187;2198.48681727098;0.8215353912872999;0.15415067982725872;32044.33036656775;9493.611404663989;12060.806867159801;0.37637880801974855;4432.039192995543;0.7048661554163171;0.4783441410211165;2.568222222222222;3.2357500000000003;0.7937023015443782;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2861.8888888888887;765.1018006985075;2844.0;2205.0;3462.4;1558;4041;0.4204394761295952;0.015203008475406352;0.00040399728199710363;3.655212462587518e-09;8.382621152610895e-09;0.4360464855422111;0.9642079229392044
2ea4;Counting3;18.722435120901352;3169.0113424992483;3946.6;2814.128489524875;3196.1775781566193;0.7130513580106611;0.8029725187501263;2874.0;1199.4234;0.41733590814196236;0.003687521145246883;0.0006293384708666949;5.859360766820126;2260.038839390942;3275.7995597343183;1.4494439222191038;0.11778303565638382;27729.380983044557;14568.950654334356;20563.370341547037;0.7415733641555411;4119.502987650353;0.754008966360946;0.510831811224112;2.0236363636363635;2.0524;0.9859853652486666;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2820.6;1030.8090220792599;2480.0;2013.2;3512.8;1701;5109;0.560562914109625;0.0202221860136185;0.0005370537921110483;4.97011301822968e-09;8.549670754425387e-09;0.5813221588854675;0.9642896035209756
2ea4;Math;12.173359695609088;2786.266408655138;5052.666666666667;1894.8883872144024;2961.9304395227496;0.37502738894598275;0.5514447305690338;5008.0;2386.986;0.47663458466453673;0.019614163709026508;0.0006419031793204944;30.556265089370115;2094.4010991893874;1671.7320466253805;0.798190970808984;0.1335313926245223;32906.266334175845;9895.724483930386;10361.757814571953;0.3148870707282406;3985.7460839972596;0.6167089355588418;0.3171455382698514;1.9014;3.3777777777777778;0.5629144736842105;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2957.8888888888887;753.5162675298383;2883.0;2439.6;3539.0;1650;4280;0.4644760128495508;0.01678776802967981;0.00044605795009514354;4.041246357748788e-09;8.38937889989961e-09;0.4817098428705721;0.964223629066156
2ea4;Reading;12.69111747138879;3625.3294716174114;4838.0;2389.3046873282797;3845.1223647629213;0.49386206848455555;0.7493446613512632;4427.0;1813.2197999999999;0.409582064603569;0.01396162971339305;0.002189217730022138;6.37745141651665;2718.912098615915;2006.257904103502;0.7378899469110474;0.11778303565638382;38600.22285934501;11319.055747850362;18976.113498588504;0.4916063196768419;4657.7492301411585;0.798065296175813;0.33707504670072425;1.5620000000000003;3.2836;0.47569740528688037;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2431.2727272727275;562.7873958188492;2307.0;1981.0;2818.0;1508;3642;0.7134728474058039;0.02574774713622679;0.0006838616830895759;6.2729817030656274e-09;8.478096935744143e-09;0.7399044624981018;0.9642769892168804
2ea4;Relax;10.300536581158383;1781.8016564301265;6260.454545454545;1603.2825769791866;1806.888917976078;0.256096832161055;0.28461218646237413;6507.0;966.6551999999999;0.1485562010142923;0.023208184789094508;0.00024709124385283176;93.92556541953938;1277.6634067517082;1873.127401523362;1.4660570159753914;0.2812799218114943;20838.520594435846;8703.345326048364;7348.1336407259805;0.3526226157670726;2749.3263973673043;0.4945608919060495;0.5909081189981603;3.6851304347826086;2.531181818181818;1.4558932149053154;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;3279.318181818182;484.29399282626184;3287.5;2999.2;3716.4;2110;4126;0.128496854496954;0.0046512001775995005;0.0001236316348624855;1.1003481773582533e-09;8.256428712124061e-09;0.13327168740976417;0.9641721883648909
2ea4;Speaking;11.962598303208242;3023.752488400979;5171.0;2278.420944426205;3194.2141095702677;0.4406151507302659;0.5847519799653799;4982.0;1553.7647999999995;0.3118757125652347;0.009061039084151415;0.0001169739645732438;77.46201573323441;2258.650457438886;2298.0213469659307;1.017431156466631;0.11778303565638382;35323.86505899991;9696.13042580104;13061.619129583516;0.3697675525531327;5508.458567166043;0.644845824888336;0.4085496657105847;1.983090909090909;3.0450000000000004;0.6512613822958649;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2545.181818181818;811.372217932718;2519.0;1915.0;2836.0;1502;4522;0.6541401203914767;0.023651851832227136;0.0006284898747564672;5.688460818911727e-09;8.384860328823853e-09;0.6784204677869212;0.9642104733740573
2ea4;Stroop;25.265610601092597;1976.7330624037227;2691.375;1199.962159125584;2040.2451113250374;0.4458546873347579;0.7344695787111505;2641.0;1295.7923999999998;0.4906446043165467;0.05646667291175475;0.02572183791204378;2.1952814221457815;1442.6711535006366;893.5985169659862;0.6194055483799427;0.20826600073702695;18985.402705170945;11327.530637303862;16872.662605320213;0.8887176567882177;4249.487069148271;0.6087220874854942;0.41106945130523104;1.1938823529411766;1.5906250000000002;0.7505743672714665;0.5915472811164021;0.6076978441433623;0.6748303406662497;0.7346891895797056;0.2842497328598155;-0.29800271206269935;-0.4014989941294993;1.645646624565912e-05;0.016199363721944735;2445.7272727272725;784.4074881322949;2159.0;1730.0;2909.0;1602;3934;0.34676289750462863;0.01251287203596033;0.00033233383714257627;3.072650513364058e-09;8.544441809022731e-09;0.3596081064503821;0.9642799794683554
